team,first_name,second_name,web_name,minutes,goals_scored,assists,yellow_cards,red_cards,expected_assists,expected_goals,starts
Ipswich Town,Chuba,Akpom,Akpom,0,0,0,0,0,0.00,0.00,0
Ipswich Town,Sindre,Walle Egeli,Walle Egeli,0,0,0,0,0,0.00,0.00,0
Ipswich Town,Ali,Al-Hamadi,Al-Hamadi,0,0,0,0,0,0.00,0.00,0
Ipswich Town,Kasey,McAteer,McAteer,0,0,0,0,0,0.00,0.00,0
Ipswich Town,Anis,Mehmeti,Mehmeti,0,0,0,0,0,0.00,0.00,0
Ipswich Town,Kayne,van Oevelen,Van Oevelen,0,0,0,0,0,0.00,0.00,0
Ipswich Town,Daizen,Maeda,Maeda,0,0,0,0,0,0.00,0.00,0
Ipswich Town,Kjell,Scherpen,Scherpen,0,0,0,0,0,0.00,0.00,0
Leeds,Harry,Wilson,Wilson,2674,10,9,7,0,4.77,5.88,32
Leeds,Lucas Estella,Perri,Perri,1440,0,0,2,0,0.00,0.00,16
Leeds,Jaka,Bijol,Bijol,1888,1,3,4,0,0.75,0.90,21
Leeds,Joe,Rodon,Rodon,2952,2,0,3,0,0.56,1.40,33
Leeds,Jayden,Bogle,Bogle,2795,1,5,6,0,3.11,2.08,32
Leeds,Gabriel,Gudmundsson,Gudmundsson,2637,0,0,4,1,2.89,1.10,31
Leeds,James,Justin,Justin,1893,2,1,4,0,1.16,1.83,21
Leeds,Sebastiaan,Bornauw,Bornauw,429,0,0,1,0,0.01,0.20,5
Leeds,Tarik,Muharemović,Muharemović,0,0,0,0,0,0.00,0.00,0
Leeds,Anton,Stach,Stach,2369,5,6,3,0,4.47,2.88,28
Leeds,Noah,Okafor,Okafor,1553,8,3,3,0,1.32,5.25,19
Leeds,Brenden,Aaronson,Aaronson,2449,4,8,3,0,3.60,4.53,30
Leeds,Ethan,Ampadu,Ampadu,3119,1,4,10,0,2.20,2.47,35
Leeds,Sean,Longstaff,Longstaff,1003,2,2,2,0,1.87,1.23,10
Leeds,Joe,Gelhardt,Gelhardt,0,0,0,0,0,0.00,0.00,0
Leeds,Wilfried,Gnonto,Gnonto,521,0,3,3,0,0.77,0.40,4
Leeds,Jack,Harrison,Harrison,262,0,0,0,0,0.23,0.28,1
Leeds,Daniel,James,James,547,0,0,0,0,0.71,0.91,6
Leeds,Ilia,Gruev,Gruev,1318,0,4,3,0,0.86,0.49,15
Leeds,Tanaka,Ao,Tanaka,1307,2,1,1,0,1.39,1.44,14
Leeds,Dominic,Calvert-Lewin,Calvert-Lewin,2721,14,2,3,0,1.06,15.57,30
Leeds,Lukas,Nmecha,Nmecha,1065,6,1,0,0,1.58,7.25,10
Leeds,Joël,Piroe,Piroe,244,0,0,0,0,0.13,0.90,2
Leeds,Mateo,Joseph Fernández-Regatillo,Mateo Joseph,0,0,0,0,0,0.00,0.00,0
Liverpool,Alisson,Becker,A.Becker,2340,0,0,1,0,0.03,0.00,26
Liverpool,Giorgi,Mamardashvili,Mamardashvili,867,0,0,0,0,0.00,0.00,10
Liverpool,Freddie,Woodman,Woodman,212,0,0,0,0,0.00,0.00,2
Liverpool,Armin,Pecsi,Pecsi,0,0,0,0,0,0.00,0.00,0
Liverpool,Vitezslav,Jaros,Jaros,0,0,0,0,0,0.00,0.00,0
Liverpool,Harvey,Davies,Davies,0,0,0,0,0,0.00,0.00,0
Liverpool,Virgil,van Dijk,Virgil,3420,6,1,4,0,1.44,3.77,38
Liverpool,Jeremie,Frimpong,Frimpong,1032,0,5,1,0,1.55,0.50,12
Liverpool,Milos,Kerkez,Kerkez,2251,2,1,4,0,0.69,1.50,27
Liverpool,Joe,Gomez,Gomez,594,0,2,4,0,0.64,0.28,7
Liverpool,Conor,Bradley,Bradley,928,0,2,5,0,0.84,0.18,12
Liverpool,Wellity,Lucky,Lucky,0,0,0,0,0,0.00,0.00,0
Liverpool,Jeremy,Jacquet,Jacquet,0,0,0,0,0,0.00,0.00,0
Liverpool,Giovanni,Leoni,Leoni,0,0,0,0,0,0.00,0.00,0
Liverpool,Kostas,Tsimikas,Tsimikas,0,0,0,0,0,0.00,0.00,0
Liverpool,Calvin,Ramsay,Ramsay,0,0,0,0,0,0.00,0.00,0
Liverpool,Florian,Wirtz,Wirtz,2374,5,4,1,0,5.14,6.83,27
Liverpool,Cody,Gakpo,Gakpo,2736,7,5,3,0,4.67,8.35,32
Liverpool,Dominik,Szoboszlai,Szoboszlai,3232,6,7,8,1,6.83,4.76,36
Liverpool,Rio,Ngumoha,Ngumoha,547,2,1,0,0,2.01,1.34,5
Liverpool,Federico,Chiesa,Chiesa,317,2,1,3,0,0.61,1.45,1
Liverpool,Ryan,Gravenberch,Gravenberch,2991,5,5,5,0,2.26,1.89,34
Liverpool,Alexis,Mac Allister,Mac Allister,2654,2,5,7,0,1.69,3.89,31
Liverpool,Curtis,Jones,C.Jones,1923,1,3,2,0,2.77,2.21,18
Liverpool,Endo,Wataru,Endo,170,0,1,1,0,0.05,0.04,1
Liverpool,Trey,Nyoni,Nyoni,21,0,0,0,0,0.02,0.37,0
Liverpool,Stefan,Bajčetić Maquieira,Bajcetic,0,0,0,0,0,0.00,0.00,0
Liverpool,Victor,Munoz,Munoz,0,0,0,0,0,0.00,0.00,0
Liverpool,James,McConnell,McConnell,0,0,0,0,0,0.00,0.00,0
Liverpool,Alexander,Isak,Isak,694,3,1,0,0,0.08,2.59,8
Liverpool,Hugo,Ekitiké,Ekitiké,1797,11,4,0,0,2.45,10.10,21
Liverpool,Lewis,Koumas,Koumas,0,0,0,0,0,0.00,0.00,0
Liverpool,Jayden,Danns,Danns,0,0,0,0,0,0.00,0.00,0
Liverpool,Harvey,Elliott,Elliott,110,0,0,0,0,0.08,0.29,1
Man City,Jack,Grealish,Grealish,1627,2,6,3,1,3.37,2.05,18
Man City,Gianluigi,Donnarumma,Donnarumma,3060,0,0,8,0,0.13,0.00,34
Man City,James,Trafford,Trafford,360,0,0,0,0,0.00,0.00,4
Man City,Marcus,Bettinelli,Bettinelli,0,0,0,0,0,0.00,0.00,0
Man City,Nico,O'Reilly,O'Reilly,2643,5,4,5,0,2.67,6.12,29
Man City,Marc,Guéhi,Guéhi,3150,3,5,6,0,2.37,4.05,35
Man City,Matheus,Nunes,Matheus N.,2861,1,8,5,0,2.23,0.34,32
Man City,Rúben,dos Santos Gato Alves Dias,Rúben,2139,2,0,3,0,0.65,0.57,24
Man City,Joško,Gvardiol,Gvardiol,1370,2,2,2,0,0.70,2.25,16
Man City,Rayan,Aït-Nouri,Aït-Nouri,971,0,2,2,0,2.01,0.53,12
Man City,Abdukodir,Khusanov,Khusanov,1427,0,0,2,0,1.21,0.65,15
Man City,Max,Alleyne,Alleyne,135,0,0,0,0,0.06,0.26,2
Man City,Rico,Lewis,Lewis,401,0,1,2,0,1.39,0.19,4
Man City,Vitor,de Oliveira Nunes dos Reis,Vitor Reis,0,0,0,0,0,0.00,0.00,0
Man City,Antoine,Semenyo,Semenyo,3200,17,6,7,0,3.12,11.10,37
Man City,Phil,Foden,Foden,2078,7,5,4,0,4.76,6.03,23
Man City,Rayan,Cherki,Cherki,1772,4,13,1,0,8.87,4.28,19
Man City,Jérémy,Doku,Doku,1773,5,8,0,0,5.86,2.87,19
Man City,Omar,Marmoush,Marmoush,691,3,3,3,0,0.77,2.78,8
Man City,Rodrigo 'Rodri',Hernandez Cascante,Rodrigo,1510,1,1,3,0,2.45,1.15,17
Man City,Sávio,Moreira de Oliveira,Savinho,817,1,2,2,0,1.59,2.50,7
Man City,Tijjani,Reijnders,Reijnders,1623,5,3,2,0,2.35,4.61,19
Man City,Nico,González Iglesias,N.Gonzalez,1561,1,0,6,0,1.12,0.68,17
Man City,Mateo,Kovačić,Kovačić,125,0,1,0,0,0.42,0.13,1
Man City,Claudio,Echeverri,Echeverri,0,0,0,0,0,0.00,0.00,0
Man City,Kalvin,Phillips,Phillips,0,0,0,0,0,0.00,0.00,0
Man City,Divine,Mukasa,Mukasa,25,0,0,0,0,0.21,0.00,0
Man City,Jeremy,Monga,Monga,0,0,0,0,0,0.00,0.00,0
Man City,Erling,Haaland,Haaland,2953,27,8,2,0,2.67,25.50,34
Man City,Elliot,Anderson,Anderson,3332,4,5,8,0,4.79,2.94,37
Man Utd,Youri,Tielemans,Tielemans,1857,0,4,0,0,3.26,1.14,21
Man Utd,Andrey,Nascimento dos Santos,Andrey Santos,1247,1,0,4,0,0.88,2.00,13
Man Utd,Karl,Darlow,Darlow,1980,0,0,1,0,0.05,0.00,22
Man Utd,Senne,Lammens,Lammens,2880,0,0,0,0,0.00,0.00,32
Man Utd,Altay,Bayındır,Bayindir,540,0,0,0,0,0.05,0.00,6
Man Utd,Tom,Heaton,Heaton,0,0,0,0,0,0.00,0.00,0
Man Utd,Patrick,Dorgu,Dorgu,1440,4,4,5,0,1.84,2.39,15
Man Utd,Matthijs,de Ligt,De Ligt,1170,1,0,0,0,0.83,1.38,13
Man Utd,Diogo,Dalot Teixeira,Dalot,2609,1,6,5,0,2.57,1.93,29
Man Utd,Harry,Maguire,Maguire,1649,1,2,3,1,0.50,1.12,19
Man Utd,Lisandro,Martínez,Martinez,1229,0,0,0,1,0.60,0.15,13
Man Utd,Leny,Yoro,Yoro,1730,0,1,1,0,0.59,1.34,18
Man Utd,Ayden,Heaven,Heaven,920,0,1,2,0,0.18,0.34,11
Man Utd,Noussair,Mazraoui,Mazraoui,977,0,0,3,0,0.35,0.19,11
Man Utd,Luke,Shaw,Shaw,3220,1,1,9,0,1.98,0.72,38
Man Utd,Harry,Amass,Amass,0,0,0,0,0,0.00,0.00,0
Man Utd,Tyler,Fredricson,Fredricson,2,0,0,0,0,0.00,0.00,0
Man Utd,Bruno,Borges Fernandes,B.Fernandes,3065,9,24,5,0,12.28,10.79,35
Man Utd,Bryan,Mbeumo,Mbeumo,2611,11,3,4,0,4.99,11.98,31
Man Utd,Matheus,Santos Carneiro da Cunha,Cunha,2493,10,4,4,0,3.36,6.90,29
Man Utd,Marcus,Rashford,Rashford,0,0,0,0,0,0.00,0.00,0
Man Utd,Mason,Mount,Mount,1010,3,0,2,0,1.62,1.56,12
Man Utd,Amad,Diallo,Amad,2339,2,5,2,0,4.74,5.46,27
Man Utd,Kobbie,Mainoo,Mainoo,1653,1,2,2,0,1.27,0.48,16
Man Utd,Manuel,Ugarte Ribeiro,Ugarte,876,0,0,1,0,0.16,0.72,8
Man Utd,Jack,Fletcher,J.Fletcher,107,0,0,0,0,0.02,0.03,0
Man Utd,Shea,Lacey,Lacey,40,0,0,0,0,0.01,0.10,0
Man Utd,Toby,Collyer,Collyer,0,0,0,0,0,0.00,0.00,0
Man Utd,Bendito,Mantato,Bendito Mantato,15,0,0,0,0,0.01,0.00,0
Man Utd,Tyler,Fletcher,Fletcher,17,0,0,0,0,0.01,0.00,0
Man Utd,Benjamin,Sesko,Šeško,1630,11,2,2,0,0.28,9.21,17
Man Utd,Joshua,Zirkzee,Zirkzee,607,2,1,3,0,0.34,2.74,5
Man Utd,Chido,Obi,Obi,0,0,0,0,0,0.00,0.00,0
Newcastle,Nick,Pope,Pope,2416,0,1,2,0,0.00,0.16,27
Newcastle,Mark,Gillespie,Gillespie,0,0,0,0,0,0.00,0.00,0
Newcastle,Ewen,Jaouen,Jaouen,0,0,0,0,0,0.00,0.00,0
Newcastle,Malick,Thiaw,Thiaw,2963,4,0,4,0,0.96,4.80,33
Newcastle,Fabian,Schär,Schär,1089,0,0,1,0,0.60,0.97,11
Newcastle,Sven,Botman,Botman,1834,1,1,2,0,0.86,1.73,21
Newcastle,Dan,Burn,Burn,2195,1,3,9,1,0.36,1.08,25
Newcastle,Lewis,Hall,Hall,2176,1,2,4,0,2.78,1.01,24
Newcastle,Tino,Livramento,Livramento,1326,0,1,1,0,0.89,0.13,14
Newcastle,Alex,Murphy,A.Murphy,7,0,0,0,0,0.00,0.00,0
Newcastle,Bruno,Guimarães Rodriguez Moura,Bruno G.,2456,9,7,6,0,4.96,5.59,27
Newcastle,Harvey,Barnes,Barnes,1951,7,1,1,0,2.72,6.84,19
Newcastle,Anthony,Elanga,Elanga,1302,0,1,0,0,1.74,1.65,14
Newcastle,Jacob,Ramsey,J.Ramsey,1441,2,3,3,1,1.45,1.20,15
Newcastle,Jacob,Murphy,J.Murphy,1606,3,2,2,0,2.66,3.07,19
Newcastle,Joelinton Cássio,Apolinário de Lira,Joelinton,1950,2,1,10,0,1.35,2.36,23
Newcastle,Lewis,Miley,L.Miley,1493,1,4,0,0,2.10,1.36,15
Newcastle,Joe,Willock,Willock,972,0,2,3,0,1.07,1.26,10
Newcastle,Bazoumana,Touré,Touré,0,0,0,0,0,0.00,0.00,0
Newcastle,Sean,Steur,Steur,0,0,0,0,0,0.00,0.00,0
Newcastle,Nick,Woltemade,Woltemade,1896,8,4,0,0,1.53,6.59,24
Newcastle,Yoane,Wissa,Wissa,517,1,1,3,0,0.54,3.13,4
Newcastle,William,Osula,Osula,805,7,1,0,0,0.62,4.28,8
Newcastle,Sean,Neave,Neave,13,0,0,0,0,0.00,0.03,0
Newcastle,Aladji,Bamba,Bamba,0,0,0,0,0,0.00,0.00,0
Newcastle,Lukás,Hornícek,Horníček,0,0,0,0,0,0.00,0.00,0
Nott'm Forest,Matz,Sels,Sels,2667,0,0,2,0,0.06,0.00,30
Nott'm Forest,John Victor,Maciel Furtado,John,437,0,0,1,0,0.00,0.00,5
Nott'm Forest,Neco,Williams,N.Williams,3203,2,3,6,1,3.97,2.01,36
Nott'm Forest,Felipe,Rodrigues da Silva,Morato,1340,1,0,5,0,0.15,1.32,14
Nott'm Forest,Nikola,Milenković,Milenković,3375,0,1,6,0,0.68,0.83,37
Nott'm Forest,Murillo,Costa dos Santos,Murillo,2130,1,0,5,0,0.47,0.73,25
Nott'm Forest,Ola,Aina,Aina,1587,0,2,3,0,0.84,0.41,18
Nott'm Forest,Jair,Paula da Cunha Filho,Jair Cunha,514,0,0,0,0,0.06,0.27,6
Nott'm Forest,Nicolò,Savona,Savona,1025,2,0,2,0,0.45,1.34,11
Nott'm Forest,Omar,Richards,O.Richards,0,0,0,0,0,0.00,0.00,0
Nott'm Forest,Zach,Abbott,Abbott,165,0,0,0,0,0.01,0.00,2
Nott'm Forest,Luca,Netz,Netz,353,0,0,0,0,0.41,0.00,3
Nott'm Forest,Tyler,Bindon,Bindon,0,0,0,0,0,0.00,0.00,0
Nott'm Forest,Morgan,Gibbs-White,Gibbs-White,3101,15,4,1,0,2.91,10.81,35
Nott'm Forest,Callum,Hudson-Odoi,Hudson-Odoi,1838,3,4,0,0,3.02,2.77,21
Nott'm Forest,Dan,Ndoye,Ndoye,1167,1,2,1,0,1.51,1.05,14
Nott'm Forest,Omari,Hutchinson,Hutchinson,1676,1,7,1,0,3.87,2.01,17
Nott'm Forest,Dilane,Bakwa,Bakwa,549,0,2,1,0,1.01,0.54,6
Nott'm Forest,James,McAtee,McAtee,288,0,1,1,0,0.37,0.18,2
Nott'm Forest,Nicolás,Domínguez,Dominguez,1168,1,1,3,0,0.77,1.47,17
Nott'm Forest,Ibrahim,Sangaré,Sangaré,2073,2,2,5,0,1.80,1.16,25
Nott'm Forest,Ryan,Yates,Yates,602,0,2,3,0,0.37,0.49,2
Nott'm Forest,Chris,Wood,Wood,896,3,0,0,0,0.32,4.29,11
Nott'm Forest,Igor Jesus,Maciel da Cruz,Igor Jesus,2293,6,6,2,0,1.26,6.48,28
Nott'm Forest,Taiwo,Awoniyi,Awoniyi,480,4,2,2,0,0.77,3.68,3
Nott'm Forest,Arnaud,Kalimuendo,Kalimuendo,89,0,0,0,0,0.02,0.44,0
Nott'm Forest,Xaver,Schlager,Schlager,0,0,0,0,0,0.00,0.00,0
Spurs,Jan Paul,van Hecke,Van Hecke,3210,3,3,9,0,1.57,3.31,36
Spurs,Sandro,Tonali,Tonali,2534,0,2,4,0,2.87,1.75,31
Spurs,Guglielmo,Vicario,Vicario,2790,0,0,1,0,0.04,0.00,31
Spurs,Brandon,Austin,Austin,0,0,0,0,0,0.00,0.00,0
Spurs,Antonín,Kinský,Kinsky,630,0,0,1,0,0.00,0.00,7
Spurs,Martin,Dubravka,Dubravka,3150,0,0,1,0,0.04,0.00,35
Spurs,Marcos,Senesi Barón,Senesi,3288,0,6,8,0,4.72,1.53,37
Spurs,Pedro,Porro Sauceda,Pedro Porro,2793,1,3,10,0,4.37,1.05,32
Spurs,Cristian,Romero,Romero,1869,4,1,9,2,1.25,1.39,22
Spurs,Kevin,Danso,Danso,1489,0,0,8,0,0.28,0.62,17
Spurs,Andrew,Robertson,Robertson,1165,1,0,0,0,1.40,1.10,11
Spurs,Micky,van de Ven,Van de Ven,3041,4,1,9,1,0.38,2.82,35
Spurs,Djed,Spence,Spence,2049,0,0,4,0,1.77,0.90,23
Spurs,Destiny,Udogie,Udogie,1335,0,1,4,0,0.72,0.18,14
Spurs,Ashley,Phillips,Phillips,0,0,0,0,0,0.00,0.00,0
Spurs,Ben,Davies,Davies,136,1,0,1,0,0.07,0.49,2
Spurs,Jun'ai,Byfield,Byfield,1,0,0,0,0,0.00,0.00,0
Spurs,James,Rowswell,Rowswell,1,0,0,0,0,0.00,0.00,0
Spurs,João Victor,de Souza Menezes,Souza,142,0,0,1,0,0.03,0.02,2
Spurs,Mohammed,Kudus,Kudus,1535,2,6,3,0,2.41,1.92,19
Spurs,Xavi,Simons,Xavi,1747,2,5,5,1,3.85,3.06,19
Spurs,Mathys,Tel,Tel,1334,4,2,1,0,2.43,2.47,13
Spurs,James,Maddison,Maddison,34,0,0,0,0,0.06,0.21,0
Spurs,Rodrigo,Bentancur,Bentancur,1880,1,1,7,0,0.84,0.72,23
Spurs,Wilson,Odobert,Odobert,972,0,2,0,0,1.21,1.92,10
Spurs,Pape Matar,Sarr,P.M.Sarr,1388,2,4,3,0,1.11,1.63,13
Spurs,Conor,Gallagher,Gallagher,1183,1,1,2,0,0.70,1.23,14
Spurs,Lucas,Bergvall,Bergvall,955,1,3,2,0,0.43,1.23,11
Spurs,Dejan,Kulusevski,Kulusevski,0,0,0,0,0,0.00,0.00,0
Spurs,Archie,Gray,Gray,1471,2,2,5,0,1.29,1.50,18
Spurs,Mikey,Moore,Moore,0,0,0,0,0,0.00,0.00,0
Spurs,Callum,Olusesi,Olusesi,14,0,0,0,0,0.01,0.00,0
Spurs,Mateus,Fernandes,Fernandes,3017,3,4,7,0,2.96,1.99,35
Spurs,Dominic,Solanke-Mitchell,Solanke,997,3,0,1,0,0.34,2.97,11
Spurs,Richarlison,de Andrade,Richarlison,1954,11,4,5,0,1.46,8.64,20
Spurs,Dane,Scarlett,Scarlett,7,0,0,0,0,0.01,0.00,0
Sunderland,Robin,Roefs,Roefs,3150,0,0,4,0,0.10,0.00,35
Sunderland,Anthony,Patterson,Patterson,0,0,0,0,0,0.00,0.00,0
Sunderland,Melker,Ellborg,Ellborg,270,0,0,0,0,0.02,0.00,3
Sunderland,Daniel,Ballard,Ballard,2144,2,2,4,1,0.63,2.46,24
Sunderland,Nordi,Mukiele,Mukiele,2784,3,5,5,0,2.65,1.62,32
Sunderland,Trai,Hume,Hume,3032,2,1,9,0,2.05,2.27,34
Sunderland,Omar,Alderete,Alderete,2797,1,1,6,0,0.91,1.62,32
Sunderland,Reinildo,Mandava,Reinildo,1966,0,2,7,1,0.62,0.13,23
Sunderland,Jenson,Seelt,Seelt,133,0,0,0,0,0.01,0.00,1
Sunderland,Leo Fuhr,Hjelde,Hjelde,0,0,0,0,0,0.00,0.00,0
Sunderland,Luke,O'Nien,O'Nien,565,0,1,1,1,0.13,0.15,5
Sunderland,Arthur,Masuaku,Masuaku,125,0,0,1,0,0.08,0.07,2
Sunderland,Thomas,Meunier,Meunier,0,0,0,0,0,0.00,0.00,0
Sunderland,Enzo,Le Fée,E.Le Fée,2930,5,6,5,0,5.95,5.22,33
Sunderland,Habib,Diarra,Diarra,1403,2,6,6,0,0.85,3.27,15
Sunderland,Granit,Xhaka,Xhaka,2901,1,6,8,0,3.73,1.01,32
Sunderland,Noah,Sadiki,Sadiki,2891,0,2,9,0,1.46,1.43,33
Sunderland,Simon,Adingra,Adingra,649,1,1,2,0,0.62,0.35,9
Sunderland,Romaine,Mundle,Mundle,399,0,0,1,0,0.48,0.87,2
Sunderland,Chris,Rigg,Rigg,758,1,1,1,0,0.93,0.86,11
Sunderland,Chemsdine,Talbi,Talbi,1553,4,2,0,0,1.18,2.13,16
Sunderland,Djiamgone Jocelin Ta,Bi,Jocelin.T,38,0,0,0,0,0.04,0.00,1
Sunderland,Nilson,Angulo,Angulo,401,0,0,1,0,0.12,0.77,5
Sunderland,Brian,Brobbey,Brobbey,1920,7,2,6,0,0.67,6.02,22
Sunderland,Wilson,Isidor,Isidor,1148,6,1,1,0,0.38,4.70,11
